Year,Month,Country,Institute,Longitude,Latitude,Journal,Title,Species,Functional group,Category
2019,November,South Korea,Konkuk University,127.0793,37.5408,Aquatic Toxicology,Effects of micro-sized polyethylene spheres on the marine microalga Dunaliella salina: Focusing on the algal cell to plastic particle size ratio,Dunaliella salina,Phytoplank,Organism
2019,November,China,Hainan University,110.3287,20.0629,Aquatic Toxicology,Aged microplastics polyvinyl chloride interact with copper and cause oxidative stress towards microalgae Chlorella vulgaris,Chlorella vulgaris,Phytoplank,Organism
2019,November,Argentina,Universidad Nacional del Sur,-62.248463,-38.694991,Regional Studies in Marine Science,Microplastics in oysters (Crassostrea gigas) and water at the Bahia Blanca Estuary (Southwestern Atlantic): An emerging issue of global concern,Crassostrea gigas,Invert,Organism
2019,November,Denmark,Roskilde University,12.1408,55.6532,Regional Studies in Marine Science,"Abundance of microplastics in the gastrointestinal tracts of the eelpout (Zoacres viviparous L.) collected in Roskilde Fjord, Denmark: Implications for use as a monitoring species under the Marine Strategy Framework Directive",Zoarces viviparus,Small vert,Organism
2019,November,Nigeria,Imo State University IMSU,7.042078,5.508047,SN Applied Sciences ,"Microplastic-toxic chemical interaction: a review study on quantified levels, mechanism and implication",none,Review,Review
2019,November,Australia,University of Queensland,153.0137,-27.4975,Environmental Science - Water Research & Technology,"Wastewater treatment plants as a source of plastics in the environment: a review of occurrence, methods for identification, quantification and fate",none,Review,Review
2019,November,China,National Marine Environmental Monitoring Center,121.540835,38.869125,Chemosphere,"The uptake and elimination of polystyrene microplastics by the brine shrimp, Artemia parthenogenetica, and its impact on its feeding behavior and intestinal histology",Artemia parthenogenetica,Invert,Organism
2019,November,Turkey,Bogazici University ,29.051,41.0848,Environmental Pollution ,Microplastics in the environment: A critical review of current understanding and identification of future research needs,none,Review,Review
2019,November,China,Nankai University ,117.174232,39.103931,Environmental Pollution ,An optimized density-based approach for extracting microplastics from soil and sediment samples,none,Sediment,Environment
2019,November,China,Hong Kong Baptist University,114.179733,22.340186,Environmental Pollution ,Sorption and desorption of organic UV filters onto microplastics in single and multi-solute systems,none,Chemical,Chemical
2019,November,China,Peking University,116.305875,39.986907,Environmental Pollution ,LDPE microplastic films alter microbial community composition and enzymatic activities in soil,microbes ,Bacteria,Organism
2019,November,Germany,Justus Liebig University Giessen,8.6771,50.5805,Environmental Pollution ,Impacts of microplastics on growth and health of hermatypic corals are species-specific,Multiple,Multiple Animals,Organism
2019,November,Germany,Helmholtz Centre for Polar and Marine Research,8.580467,53.533184,Environmental Pollution ,How to get rid of ingested microplastic fibers? A straightforward approach of the Atlantic ditch shrimp Palaemon varians, Palaemon varians,Invert,Organism
2019,November,China,Ocean University of China,120.4974,36.1608,Environmental Pollution ,"Polystyrene microplastics cause tissue damages, sex-specific reproductive disruption and transgenerational effects in marine medaka (Oryzias melastigma)",Oryzias melastigma,Small vert,Organism
2019,November,Germany,University of Bremen,8.852047,53.10664,Science of the Total Environment,Using FTIRS as pre-screening method for detection of microplastic in bulk sediment samples,none,Chemical,Chemical
2019,October ,Japan,Hitachi Ltd,140.608573,36.514821,Journal of Applied Remote Sensing ,Underwater and airborne monitoring of marine ecosystems and debris,none,Multiple Environments,Environment
2019,October,United States of America,University of Georgia,-83.377419,33.947824,Archives of Environmental Contamination and Toxicology,"The Effects of Microplastics on Dolioletta gegenbauri (Tunicata, Thaliacea)",Dolioletta gegenbauri,Invert,Organism
2019,October ,Japan,Japan Agency for Marine-Earth Science and Technology,139.649945,35.320135,Peer J,A new small device made of glass for separating microplastics from marine and freshwater sediments,none,Sediment,Environment
2019,October,Saudi Arabia,King Abdullah University of Science and Technology,39.1047,22.3095,Science of the Total Environment,Seasonality of marine plastic abundance in central Red Sea pelagic waters,none,Water,Environment
2019,October,China,Guangxi University ,108.290968,22.837583,Science of the Total Environment,The spatial distribution of microplastic in the sands of a coral reef island in the South China Sea: Comparisons of the fringing reef and atoll,none,Sediment,Environment
2019,October,Peru ,University San Ignacio Loyola,-76.954877,-12.073281,Journal of Food Science and Technology,Microplastics: an emerging threat to food security and human health,none,Review,Review
2019,October,Denmark,Technical University of Denmark,12.5214,55.7856,Environmental Science and Technology,Bacterial Candidates for Colonization and Degradation of Marine Plastic Debris,Multiple,Multiple Animals,Organism
2019,October,Portugal,MARE - Marine and Environmental Sciences Centre,9.15792,38.757691,Science of the Total Environment,Plasticrusts: A new potential threat in the Anthropocene's rocky shores,none,Sediment,Environment
2019,October,United Kingdom,Plymouth Marine Lab,-4.1478,50.3661,Science of the Total Environment,"Microplastics alter feeding selectivity and faecal density in the copepod, Calanus helgolandicus",Calanus helgolandicus,Invert,Organism
2019,October,Portugal,Universidade do Porto,-8.615729,41.146484,Ecotoxicology and Environmental Safety,Are gold nanoparticles and microplastics mixtures more toxic to the marine microalgae Tetraselmis chuii than the substances individually?,Tetraselmis chuii ,Phytoplank,Organism
2019,October,Croatia,University Zadar,15.226068,44.111305,Rendiconti Lincei-Scienze Fisiche e Naturali,"Is central Croatian Adriatic Sea under plastic attack? Preliminary results of composition, abundance and sources of marine litter on three beaches",none,Sediment,Environment
2019,October,Netherlands,Utrecht University,5.175326,52.085143,Ocean Science Journal,Basin-scale sources and pathways of microplastic that ends up in the Galapagos Archipelago,none,Water,Environment
2019,October,United States of America,Clemson University ,-82.836836,34.673715,RSC Advances ,"Durable, acid-resistant copolymers from industrial by-product sulfur and microbially-produced tyrosine",none,Chemical,Chemical
2019,October,Portugal,Universidade de Coimbra,-8.424128,40.208738,Scientific Reports,Microplastics in gentoo penguins from the Antarctic region,Pygoscelis papua,Large vert,Organism
2019,October,China,Jiangnan University,120.3119,31.4912,Environmental Science and Pollution Research,Microfibers: a preliminary discussion on their definition and sources,none,Policy,Policy
2019,October,United Kingdom,Plymouth Marine Lab,-4.1478,50.3661,Remote Sensing of the Environment,Measuring Marine Plastic Debris from Space: Initial Assessment of Observation Requirements,none,Water,Environment
2019,October,Germany,Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research,10.422546,53.410378,Marine Environmental Research,Evaluation of continuous flow centrifugation as an alternative technique to sample microplastic from water bodies,none,Chemical,Chemical
2019,October,Germany,Ecologic Institute,13.321447,52.4894,International Journal of Environmental Research and Public Health,Shaping EU Plastic Policies: The Role of Public Health vs. Environmental Arguments,none,Policy,Policy
2019,October,Chile,Universidad Catolica del Norte,-70.41,-23.681,Aquatic Conservation: Marine and Freshwater Ecosystems,Marine protected areas invaded by floating anthropogenic litter: An example from the South Pacific,none,Policy,Policy
2019,October,Ireland,University College Dublin,-6.221151,53.306585,TrAC Trends in Analytical Chemistry,"FTIR and Raman imaging for microplastics analysis: State of the art, challenges and prospects",none,Chemical,Chemical
2019,October,Spain,Spanish National Research Council,2.114957,41.387543,Journal of Environmental Chemical Engineering ,"Microplastics in the global aquatic environment: Analysis, effects, remediation and policy solutions",none,Policy,Policy
2019,October,United Kingdom,University Nottingham,-1.195223,52.938584,Environmental Science and Technology,Exploring the Efficacy of Nile Red in Microplastic Quantification: A Costaining Approach,none,Chemical,Chemical
2019,October,United States of America,National Oceanic and Atmospheric Administration,-122.257604,47.6869,Water Environment Research ,Effects of pollution on marine organisms,Multiple,Review,Review
2019,October,Germany,University of Hamburg,9.9846,53.5666,Applied and Environmental Microbiology,Plastics: Environmental and Biotechnological Perspectives on Microbial Degradation,microbes ,Review,Review
2019,October,United Kingdom,TG Environmental Research ,-0.543881,52.223111,Environmental Toxicology and Chemistry,Toward the Development and Application of an Environmental Risk Assessment Framework for Microplastic,none,Review,Review
2019,October,United States of America,College of Charleston,-79.93709,32.783437,Environmental Toxicology and Chemistry,"The Effect of Microplastic Ingestion on Survival of the Grass Shrimp Palaemonetes pugio (Holthuis, 1949) Challenged with Vibrio campbellii",Palaemonetes pugio ,Invert,Organism
2019,October,Malaysia,Universiti Malaya,101.6544,3.1201,Waste Management & Research,Marine debris: A review of impacts and global initiatives,none,Review,Review
2019,October,United Kingdom,University Brighton,-0.118206,50.845871,Journal of Experimental Marine Biology and Ecology ,Brain food? Trophic transfer and tissue retention of microplastics by the velvet swimming crab (Necora puber),Necora puber,Invert,Organism
2019,October,United States of America,University of Washington,-122.305127,47.655304,Limnology and Oceanography,Impacts of microplastics vs. natural abiotic particles on the clearance rate of marine mussel,Mytilus trossulus,Invert,Organism
2019,October,France,Sorbonne University,2.3413,48.8508,Environmental Pollution ,Long-term aquaria study suggests species-specific responses of two cold-water corals to macro-and microplastics exposure,Multiple,Multiple Animals,Organism
2019,October,Italy,The Italian National Institute for Environmental Protection and Research,12.439625,41.708099,Environmental Pollution ,Exploring microplastic ingestion by three deep-water elasmobranch species: A case study from the Tyrrhenian Sea,Multiple,Multiple Animals,Organism
